Event	ID	Name			Wwise Object Path	Notes
	70686190	amb_city_start			\desktop_events\ambience\city\amb_city_start	
	316443517	amb_river_start			\desktop_events\ambience\city\amb_river_start	
	333335808	amb_forest_stop			\desktop_events\ambience\city\amb_forest_stop	
	452547817	stop_all			\desktop_events\stop_all	
	513902030	amb_city_stop			\desktop_events\ambience\city\amb_city_stop	
	1494607340	amb_forest_start			\desktop_events\ambience\city\amb_forest_start	
	2378719513	light_swtch			\desktop_events\scene_obj\light_swtch	
	2385628198	footsteps			\desktop_events\char\footsteps	
	2431813887	amb_river_stop			\desktop_events\ambience\city\amb_river_stop	
	2839638432	w_ak_47_fire			\desktop_events\weapon\w_ak_47\w_ak_47_fire	
	2906147980	w_ak_47_stop			\desktop_events\weapon\w_ak_47\w_ak_47_stop	
	3227181061	music_stop			\desktop_events\music\music_stop	
	3432884657	bonfire_stop			\desktop_events\scene_obj\bonfire\bonfire_stop	
	3725903807	music_start			\desktop_events\music\music_start	
	3877847155	bonfire_start			\desktop_events\scene_obj\bonfire\bonfire_start	

Switch Group	ID	Name			Wwise Object Path	Notes
	27746551	outdoor_indoor			\world_swtch\outdoor_indoor	
	2381450613	footsteps_type			\character_swtch\footsteps_type	
	4064446173	surface_type			\character_swtch\surface_type	

Switch	ID	Name	Switch Group			Notes
	144697359	outdoor	outdoor_indoor			
	340398852	indoor	outdoor_indoor			
	712161704	run	footsteps_type			
	2108779966	walk	footsteps_type			
	2058049674	wood	surface_type			
	4169408098	asphalt	surface_type			
	4248645337	grass	surface_type			

State Group	ID	Name			Wwise Object Path	Notes
	1690668539	Music_states			\Default Work Unit\Music_states	

State	ID	Name	State Group			Notes
	144697359	outdoor	Music_states			
	340398852	indoor	Music_states			
	748895195	None	Music_states			
	2068062714	bridge	Music_states			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	33180340	fs_walk_wood_01	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\character\footsteps\walk\fs_walk_wood_01_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\char\fs_t_swtch\walk_sf_swtch\w_wood\fs_walk_wood_01		96096
	47269789	fs_walk_asphalt_v2_05	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\character\footsteps\walk\fs_walk_asphalt_v2_05_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\char\fs_t_swtch\run_sf_swtch\r_asphalt\fs_walk_asphalt_v2_05		54726
	81321587	sub_ak_47_v1_02	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\weapon\ak_47\sub_ak_47_v1_02_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\weapon\w_ak_47\sub_ak_47\sub_ak_47_v1_02		17820
	104714568	body_ak_47_v1_03	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\weapon\ak_47\body_ak_47_v1_03_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\weapon\w_ak_47\body_ak_47\body_ak_47_v1_03		17820
	119363725	fs_walk_asphalt_v2_06	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\character\footsteps\walk\fs_walk_asphalt_v2_06_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\char\fs_t_swtch\walk_sf_swtch\w_asphalt\fs_walk_asphalt_v2_06		48096
	129437982	mech_ak_47_v1_02	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\weapon\ak_47\mech_ak_47_v1_02_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\weapon\w_ak_47\mech_ak_47\mech_ak_47_v1_02		88712
	151192910	reverse_cymbal	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\music\cymbals_r_01_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\transition_1\reverse_cymbal		1798588
	159168199	mech_ak_47_v1_05	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\weapon\ak_47\mech_ak_47_v1_05_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\weapon\w_ak_47\mech_ak_47\mech_ak_47_v1_05		89400
	167176446	body_ak_47_v1_05	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\weapon\ak_47\body_ak_47_v1_05_818F3B66.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\weapon\w_ak_47\body_ak_47\body_ak_47_v1_05		17820
	170864835	006 Game_Controller_Buttons_01	C:\Projects\Skvot_prj\wwise_WwiseProject\.cache\Mac\SFX\006 Game_Controller_Buttons_1_C9E8E5F0.wem		\Actor-Mixer Hierarchy\desktop_actor_mixers\scene_obj\Lightswitch\006 Game_Controller_Buttons_01		197300
